stitch_id,drug_name,smiles
CID100005718,zalcitabine,C1CC(OC1CO)N2C=CC(=NC2=O)N
CID100005719,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
CID100005721,zanamivir,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
CID100005726,zidovudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
CID100005727,ZnCl2,Cl[Zn]Cl
CID100005731,zolmitriptan,
CID100005732,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID100005734,zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
CID100005735,zopiclone,
CID100005746,mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
CID100005771,oxytocin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
CID100005775,phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
CID100005877,demethyl,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O.Cl
CID100005878,oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
CID100005939,biguanide,C(=NC(=N)N)(N)N
CID100005978,vincristine,
CID100006018,tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
CID100006049,EDTA,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
CID100006058,cysteamine,
CID100006116,calcium,[Ca]
CID100006238,17-hydroxyprogesterone,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
CID100006256,trifluorothymidine,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
CID100006432,Optison,
CID100006436,triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CID100006451,bromcresol,
CID100006468,phencyclidine,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
CID100006476,methsuximide,
CID100006503,tris,C(C(CO)(CO)N)O
CID100006726,cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
CID100007012,phenylbutyric,
CID100007029,diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
CID100007187,benzoyl,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
CID100007638,monobenzone,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
CID100007699,benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
CID100008197,tetraen,C(CNCCNCCNCCN)N
CID100008230,argenine,
CID100008612,chloroprocaine,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
CID100008982,nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CID100009034,methohexital,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
CID100009354,dimercaptosuccinic,
CID100009433,aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
CID100009904,nandrolone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
CID100010100,propoxyphene,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
CID100010340,sodium,[Na]
CID100010413,hydroxybutyrate,C(CC(=O)[O-])CO
CID100010547,echothiophate,CCOP(=O)(OCC)SCC[N+](C)(C)C
CID100010631,medroxyprogesterone,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CID100010660,dimenhydrinate,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
CID100011125,lithium,[Li]
CID100011973,Brolene,C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O
CID100012453,zuclopenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
CID100012460,phendimetrazine,CC1C(OCCN1C)C2=CC=CC=C2
CID100012536,desonide,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C
CID100012555,benzydamine,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
CID100012559,erythromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
CID100012597,isomannide,C1C(C2C(O1)C(CO2)O)O
CID100012620,Tadenan,CCCCCCCCCCCCCCCCCCCCCCO
CID100013314,lormetazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
CID100013342,vinblastine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CID100014789,ferumoxytol,[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3]
CID100014888,arsenic,[As]
CID100014917,fluoride,[F-]
CID100015232,benzathine,C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
CID100015459,metaxalone,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
CID100016124,methylene,[CH2]
CID100016230,amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
CID100016362,pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
CID100016533,betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
CID100016850,fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
CID100016886,5-aza-2'-deoxycytidine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
CID100017358,SonoVue,FS(F)(F)(F)(F)F
CID100018140,estramustine,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
CID100019090,megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CID100020585,choline,C[N+](C)(C)CCO
CID100020969,clocortolone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
CID100021800,betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
CID100021945,methenamine,C1N2CN3CN1CN(C2)C3
CID100022258,hydrocodone,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CID100022318,gold,[Au]
CID100022502,procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
CID100023703,ogen,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1
CID100023897,molindone,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
CID100023925,Fe(III,
CID100023926,lanthanum,[La]
CID100023951,samarium,[Sm]
CID100023954,silver,[Ag]
CID100023957,technetium-99m,[Tc]
CID100023976,chromium,[Cr]
CID100023978,copper,[Cu]
CID100023982,gadolinium,[Gd]
CID100023993,yttrium,[Y]
CID100023994,zinc,[Zn]
CID100024087,selenium,[Se]
CID100024414,barium,[Ba]
CID100024424,zinc,[Zn]
CID100024450,potassium,[K]
CID100024642,TlCl,Cl[Tl]
CID100024706,Triphasil,
CID100024748,glucose,C(C1C(C(C(C(O1)O)O)O)O)O
CID100024841,iodide,[I-]
CID100025419,clodronate,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
CID100025959,Prussian,
CID100027304,HMDP,C(O)(P(=O)(O)O)P(=O)(O)O
CID100027400,pizotifen,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
CID100027661,isosorbide-5-mononitrate,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
CID100027991,desmopressin,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
CID100027993,conjugated,
CID100028332,propoxyphene,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
CID100028486,lithium,[Li]
CID100029089,chlorhexidine,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
CID100030623,dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
CID100031072,carbimazole,CCOC(=O)N1C=CN(C1=S)C
CID100031264,paraldehyde,CC1OC(OC(O1)C)C
CID100031378,fludrocortisone,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
CID100031477,metipranolol,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
CID100032169,articaine,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
CID100032281,Protirelin,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
CID100032603,clindamycin,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
CID100032797,clobetasol,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C
CID100032800,Asp-Tyr(SO3H)-Met-Gly-Trp-Met-Asp-Phe-NH2,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
CID100034312,oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
CID100036339,etomidate,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
CID100036523,gonadorelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CID100036811,dobutamine,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CID100037392,halofantrine,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
CID100037720,pentosan,COC1COC(C(C1OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC2COC(C(C2OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC3COC(C(C3OS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC)OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC5COC(C(C5OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
CID100038904,carboplatin,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]
CID100039042,bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
CID100039507,rimexolone,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
CID100039524,stiripentol,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
CID100039764,vecuronium,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
CID100039860,nabilone,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
CID100040159,permethrin,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
CID100040632,pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
CID100040703,pinaverium,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C
CID100040973,desogestrel,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
CID100040976,Implanon,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID100041317,acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
CID100041684,nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
CID100041693,sufentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
CID100041744,valrubicin,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
CID100041774,acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO
CID100041781,torasemide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
CID100042113,desflurane,C(C(F)(F)F)(OC(F)F)F
CID100042395,Westcort,CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
CID100042615,Supremon,
CID100042955,misoprostol,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
CID100044563,lodoxamide,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
CID100044564,lodoxamide,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
CID100045469,sodium,[Na]
CID100047319,atracurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
CID100047320,cisatracurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
CID100047419,cefuroxime,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
CID100047471,butoconazole,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
CID100047528,nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
CID100047640,naftifine,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
CID100047725,Goserelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CID100050294,nedocromil,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O
CID100050614,cefotetan,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O
CID100051263,alfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
CID100051577,miglitol,C1C(C(C(C(N1CCO)CO)O)O)O
CID100051634,miglustat,CCCCN1CC(C(C(C1CO)O)O)O
CID100052421,prednicarbate,CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC
CID100054158,mebrofenin,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C
CID100054313,iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
CID100054331,fosfomycin,CC1C(O1)P(=O)(O)O
CID100054373,Octreotide,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
CID100054454,simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
CID100054547,cefpodoxime,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
CID100054688,clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
CID100054786,treprostinil,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
CID100054808,loteprednol,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O
CID100054840,atomoxetine,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CID100054949,NSC,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N
CID100055331,moexiprilat,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O
CID100055466,Gd-DTPA,
CID100055480,milnacipran,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
CID100056338,fosphenytoin,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3
CID100056959,ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
CID100057166,Photofrin,CC=C1C(=C(C(=N1)C=C2C(=C(C(=CC3=C(C(=C(N3)C=C4C(=C(C=N4)C)CCC(=O)O)CCC(=O)O)C)N2)C(C)OC(C)C5=C(C=NC5=CC6=C(C(=C(N6)C=C7C(=C(C(=CC8=NC(=CC)C(=C8C)C(C)O)N7)C)CCC(=O)O)CCC(=O)O)C)C)C)C(C)O)C
CID100057469,imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
CID100057537,rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
CID100057697,pemirolast,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
CID100059708,levetiracetam,CCC(C(=O)N)N1CCCC1=O
CID100059768,esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
CID100060146,tamsulosin,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
CID100060164,adapalene,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
CID100060172,adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N
CID100060183,perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
CID100060184,perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
CID100060198,exemestane,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
CID100060490,zileuton,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
CID100060496,amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
CID100060612,dexmedetomidine,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
CID100060613,cidofovir,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
CID100060668,etoposide,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CID100060695,rocuronium,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
CID100060706,meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
CID100060714,gadoteridol,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
CID100060726,bromfenac,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
CID100060751,mTHPC,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O
CID100060752,ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
CID100060754,gadodiamide,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
CID100060787,saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
CID100060795,aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
CID100060814,remifentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
CID100060830,tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
CID100060834,duloxetine,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
CID100060843,pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
CID100060852,ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CID100060853,ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
CID100060860,metaiodobenzylguanidine,C1=CC(=CC(=C1)I)CN=C(N)N
CID100060864,olopatadine,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CID100060867,levosimendan,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N
CID100060871,adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N
CID100060877,emtricitabine,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
CID100060878,eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
CID100060936,tiludronate,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl
CID100060953,capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
CID100061475,sodium,[Na]
CID100061799,monomethylfumarate,COC(=O)C=CC(=O)O
CID100062305,doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CID100062358,ammonium,[NH4+]
CID100062816,colestipol,
CID100062819,Metrodin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O
CID100062924,fluticasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID100062956,fosinoprilat,C1CCC(CC1)C2CC(N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O
CID100062959,trovafloxacin,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
CID100062965,beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C
CID100063001,benazeprilat,C1CC2=CC=CC=C2N(C(=O)C1NC(CCC3=CC=CC=C3)C(=O)O)CC(=O)O
CID100064147,valganciclovir,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
CID100064778,Meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
CID100064929,fenofibric,
CID100064987,tenofovir,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
CID100065014,AMD3100,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
CID100065157,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
CID100065281,CAS,
CID100065370,Glat,
CID100065628,bendamustine,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
CID100065840,colestimide,
CID100065856,reboxetine,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3
CID100065863,sertaconazole,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
CID100065866,lercanidipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
CID100065999,telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
CID100068613,atosiban,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O
CID100068740,zoledronic,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID100068844,brinzolamide,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
CID100069512,malvidin,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O
CID100071158,acamprosate,CC(=O)NCCCS(=O)(=O)O
CID100071273,ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
CID100071301,nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
